car_name,car_age,car_make,car_model,car_spec,engine,fuel_type,kilometers_driven,location,mileage,mileage_unit,owner_type,power,price,region,seats,transmission,year,car_category
FORD FIGO,8,FORD,FIGO,PETROL TITANIUM,1196.0,Petrol,65000,Delhi,15.6,kmpl,First,70.0,2.4,North,5.0,Manual,2011,Budget_Friendly
FORD FIGO,4,FORD,FIGO,DIESEL TITANIUM,1399.0,Diesel,36000,Hyderabad,20.0,kmpl,First,68.05,4.95,South,5.0,Manual,2015,Budget_Friendly
FORD FIGO,9,FORD,FIGO,DIESEL EXI,1399.0,Diesel,90000,Jaipur,20.0,kmpl,Second,68.0,1.4,North,5.0,Manual,2010,Budget_Friendly
FORD FIGO,3,FORD,FIGO,1.2P TITANIUM MT,1196.0,Petrol,54000,Pune,18.16,kmpl,First,86.8,5.0,West,5.0,Manual,2016,Budget_Friendly
FORD FIGO,8,FORD,FIGO,PETROL ZXI,1196.0,Petrol,68465,Bangalore,15.6,kmpl,First,70.0,2.95,South,5.0,Manual,2011,Budget_Friendly
FORD FIGO,5,FORD,FIGO,PETROL ZXI,1196.0,Petrol,21727,Pune,15.6,kmpl,First,70.02,3.35,West,5.0,Manual,2014,Budget_Friendly
FORD FIGO,6,FORD,FIGO,DIESEL ZXI,1399.0,Diesel,71336,Hyderabad,20.0,kmpl,First,68.0,4.1,South,5.0,Manual,2013,Budget_Friendly
FORD FIGO,6,FORD,FIGO,DIESEL TITANIUM,1399.0,Diesel,65000,Hyderabad,20.0,kmpl,First,68.0,3.9,South,5.0,Manual,2013,Budget_Friendly
FORD FIGO,9,FORD,FIGO,PETROL TITANIUM,1196.0,Petrol,59196,Delhi,15.6,kmpl,Second,70.0,2.25,North,5.0,Manual,2010,Budget_Friendly
FORD FIGO,8,FORD,FIGO,DIESEL TITANIUM,1399.0,Diesel,95000,Pune,20.0,kmpl,Third,68.0,2.35,West,5.0,Manual,2011,Budget_Friendly
FORD FIGO,2,FORD,FIGO,2015-2019 1.2P TREND MT,1196.0,Petrol,39419,Coimbatore,18.16,kmpl,First,86.8,4.95,South,5.0,Manual,2017,Budget_Friendly
FORD FIGO,2,FORD,FIGO,2015-2019 1.2P TITANIUM OPT MT,1196.0,Petrol,21740,Coimbatore,18.16,kmpl,First,86.8,6.42,South,5.0,Manual,2017,Budget_Friendly
FORD FIGO,7,FORD,FIGO,DIESEL EXI OPTION,1399.0,Diesel,72500,Chennai,18.5,kmpl,First,68.0,3.12,South,5.0,Manual,2012,Budget_Friendly
FORD FIGO,8,FORD,FIGO,DIESEL ZXI,1399.0,Diesel,60000,Kolkata,20.0,kmpl,First,68.0,2.25,East,5.0,Manual,2011,Budget_Friendly
FORD FIGO,0,FORD,FIGO,2015-2019 1.2P SPORTS EDITION MT,1196.0,Petrol,1000,Mumbai,18.12,kmpl,First,86.8,6.8,West,5.0,Manual,2019,Budget_Friendly
FORD FIGO,9,FORD,FIGO,PETROL TITANIUM,1196.0,Petrol,42000,Jaipur,15.6,kmpl,First,70.0,2.4,North,5.0,Manual,2010,Budget_Friendly
FORD FIGO,9,FORD,FIGO,DIESEL LXI,1399.0,Diesel,39000,Chennai,20.0,kmpl,First,68.0,2.5,South,5.0,Manual,2010,Budget_Friendly
FORD FIGO,9,FORD,FIGO,DIESEL EXI,1399.0,Diesel,108882,Hyderabad,20.0,kmpl,Second,68.0,2.4,South,5.0,Manual,2010,Budget_Friendly
FORD FIGO,5,FORD,FIGO,DIESEL EXI,1399.0,Diesel,45001,Delhi,20.0,kmpl,Second,68.05,2.55,North,5.0,Manual,2014,Budget_Friendly
FORD FIGO,3,FORD,FIGO,ASPIRE 1.5 TDCI TREND,1498.0,Diesel,72566,Hyderabad,25.83,kmpl,First,99.0,5.29,South,5.0,Manual,2016,Budget_Friendly
FORD FIGO,7,FORD,FIGO,DIESEL TITANIUM,1399.0,Diesel,71558,Hyderabad,20.0,kmpl,First,68.05,3.3,South,5.0,Manual,2012,Budget_Friendly
FORD FIGO,8,FORD,FIGO,DIESEL ZXI,1399.0,Diesel,72000,Chennai,20.0,kmpl,First,68.0,2.9,South,5.0,Manual,2011,Budget_Friendly
FORD FIGO,6,FORD,FIGO,DIESEL CELEBRATION EDITION,1399.0,Diesel,51000,Jaipur,20.0,kmpl,First,68.1,2.5,North,5.0,Manual,2013,Budget_Friendly
FORD FIGO,4,FORD,FIGO,PETROL TITANIUM,1196.0,Petrol,21400,Kolkata,15.6,kmpl,First,70.0,4.0,East,5.0,Manual,2015,Budget_Friendly
FORD FIGO,9,FORD,FIGO,PETROL ZXI,1196.0,Petrol,102016,Bangalore,15.6,kmpl,First,70.0,2.25,South,5.0,Manual,2010,Budget_Friendly
FORD FIGO,9,FORD,FIGO,DIESEL EXI,1399.0,Diesel,129986,Pune,20.0,kmpl,Second,68.0,3.2,West,5.0,Manual,2010,Budget_Friendly
FORD FIGO,7,FORD,FIGO,PETROL ZXI,1196.0,Petrol,23152,Mumbai,15.6,kmpl,First,70.02,2.39,West,5.0,Manual,2012,Budget_Friendly
FORD FIGO,1,FORD,FIGO,ASPIRE 1.2 TI-VCT TITANIUM,1196.0,Petrol,24237,Kochi,18.16,kmpl,First,86.8,6.7,South,5.0,Manual,2018,Budget_Friendly
FORD FIGO,8,FORD,FIGO,PETROL ZXI,1196.0,Petrol,32000,Mumbai,15.6,kmpl,Second,70.0,2.15,West,5.0,Manual,2011,Budget_Friendly
FORD FIGO,2,FORD,FIGO,2015-2019 1.2P TITANIUM MT,1196.0,Petrol,30933,Coimbatore,18.16,kmpl,First,86.8,5.84,South,5.0,Manual,2017,Budget_Friendly
FORD FIGO,9,FORD,FIGO,DIESEL EXI,1399.0,Diesel,78000,Chennai,20.0,kmpl,First,68.0,2.25,South,5.0,Manual,2010,Budget_Friendly
FORD FIGO,4,FORD,FIGO,DIESEL EXI,1399.0,Diesel,84000,Hyderabad,20.0,kmpl,First,68.05,3.8,South,5.0,Manual,2015,Budget_Friendly
FORD FIGO,4,FORD,FIGO,ASPIRE 1.2 TI-VCT AMBIENTE,1196.0,Petrol,32200,Chennai,18.16,kmpl,Second,86.8,4.25,South,5.0,Manual,2015,Budget_Friendly
FORD FIGO,8,FORD,FIGO,PETROL ZXI,1196.0,Petrol,51593,Coimbatore,15.6,kmpl,Second,70.0,3.47,South,5.0,Manual,2011,Budget_Friendly
FORD FIGO,5,FORD,FIGO,DIESEL ZXI,1399.0,Diesel,66000,Delhi,20.0,kmpl,First,68.05,3.47,North,5.0,Manual,2014,Budget_Friendly
FORD FIGO,6,FORD,FIGO,DIESEL ZXI,1399.0,Diesel,65287,Coimbatore,20.0,kmpl,First,68.05,4.45,South,5.0,Manual,2013,Budget_Friendly
FORD FIGO,3,FORD,FIGO,2015-2019 1.5D TITANIUM MT,1498.0,Diesel,71000,Hyderabad,25.83,kmpl,First,99.0,5.1,South,5.0,Manual,2016,Budget_Friendly
FORD FIGO,4,FORD,FIGO,DIESEL ZXI,1399.0,Diesel,92885,Coimbatore,20.0,kmpl,First,68.0,3.56,South,5.0,Manual,2015,Budget_Friendly
FORD FIGO,3,FORD,FIGO,ASPIRE 1.5 TDCI AMBIENTE,1498.0,Diesel,100000,Hyderabad,25.83,kmpl,First,99.0,5.1,South,5.0,Manual,2016,Budget_Friendly
FORD FIGO,6,FORD,FIGO,DIESEL ZXI,1399.0,Diesel,22000,Kolkata,20.0,kmpl,First,68.0,2.25,East,5.0,Manual,2013,Budget_Friendly
FORD FIGO,8,FORD,FIGO,PETROL ZXI,1196.0,Petrol,51928,Coimbatore,15.6,kmpl,First,70.0,3.46,South,5.0,Manual,2011,Budget_Friendly
FORD FIGO,1,FORD,FIGO,ASPIRE 1.2 TI-VCT TITANIUM,1196.0,Petrol,32709,Kochi,18.16,kmpl,First,86.8,6.46,South,5.0,Manual,2018,Budget_Friendly
FORD FIGO,3,FORD,FIGO,2015-2019 1.5D AMBIENTE MT,1498.0,Diesel,70000,Chennai,25.83,kmpl,First,99.0,4.6,South,5.0,Manual,2016,Budget_Friendly
FORD FIGO,8,FORD,FIGO,DIESEL EXI,1399.0,Diesel,37000,Kolkata,20.0,kmpl,First,68.05,1.8,East,5.0,Manual,2011,Budget_Friendly
FORD FIGO,6,FORD,FIGO,DIESEL TITANIUM,1399.0,Diesel,44731,Coimbatore,20.0,kmpl,Second,68.0,4.34,South,5.0,Manual,2013,Budget_Friendly
FORD FIGO,8,FORD,FIGO,DIESEL TITANIUM,1399.0,Diesel,169000,Chennai,20.0,kmpl,First,68.0,2.5,South,5.0,Manual,2011,Budget_Friendly
FORD FIGO,4,FORD,FIGO,2015-2019 1.5D TITANIUM PLUS MT,1498.0,Diesel,45000,Hyderabad,25.83,kmpl,First,99.0,5.5,South,5.0,Manual,2015,Budget_Friendly
FORD FIGO,4,FORD,FIGO,ASPIRE 1.5 TI-VCT TITANIUM,1499.0,Petrol,28843,Mumbai,17.01,kmpl,First,110.5,5.49,West,5.0,Automatic,2015,Budget_Friendly
FORD FIGO,5,FORD,FIGO,DIESEL ZXI,1399.0,Diesel,59327,Jaipur,20.0,kmpl,First,68.0,3.25,North,5.0,Manual,2014,Budget_Friendly
FORD FIGO,6,FORD,FIGO,PETROL EXI,1196.0,Petrol,60328,Coimbatore,15.6,kmpl,First,70.0,4.54,South,5.0,Manual,2013,Budget_Friendly
FORD FIGO,3,FORD,FIGO,ASPIRE 1.2 TI-VCT TREND,1196.0,Petrol,18000,Mumbai,18.16,kmpl,First,86.8,4.9,West,5.0,Manual,2016,Budget_Friendly
FORD FIGO,6,FORD,FIGO,DIESEL EXI,1399.0,Diesel,54000,Delhi,20.0,kmpl,First,68.05,2.55,North,5.0,Manual,2013,Budget_Friendly
FORD FIGO,8,FORD,FIGO,DIESEL ZXI,1399.0,Diesel,30000,Mumbai,20.0,kmpl,First,68.0,3.2,West,5.0,Manual,2011,Budget_Friendly
FORD FIGO,9,FORD,FIGO,DIESEL EXI,1399.0,Diesel,107389,Chennai,20.0,kmpl,Second,68.0,1.9,South,5.0,Manual,2010,Budget_Friendly
FORD FIGO,2,FORD,FIGO,2015-2019 1.2P TITANIUM MT,1196.0,Petrol,23977,Kochi,18.16,kmpl,First,86.8,5.38,South,5.0,Manual,2017,Budget_Friendly
FORD FIGO,5,FORD,FIGO,DIESEL TITANIUM,1399.0,Diesel,33000,Mumbai,20.0,kmpl,Second,68.05,3.25,West,5.0,Manual,2014,Budget_Friendly
FORD FIGO,4,FORD,FIGO,DIESEL EXI,1399.0,Diesel,65542,Hyderabad,20.0,kmpl,First,68.0,3.8,South,5.0,Manual,2015,Budget_Friendly
FORD FIGO,3,FORD,FIGO,ASPIRE 1.2 TI-VCT AMBIENTE,1196.0,Petrol,29875,Chennai,18.16,kmpl,First,86.8,4.85,South,5.0,Manual,2016,Budget_Friendly
FORD FIGO,9,FORD,FIGO,PETROL EXI,1196.0,Petrol,78400,Bangalore,15.6,kmpl,Second,70.0,2.75,South,5.0,Manual,2010,Budget_Friendly
FORD FIGO,8,FORD,FIGO,DIESEL ZXI,1399.0,Diesel,56500,Chennai,20.0,kmpl,First,68.0,2.9,South,5.0,Manual,2011,Budget_Friendly
FORD FIGO,7,FORD,FIGO,DIESEL TITANIUM,1399.0,Diesel,82000,Chennai,20.0,kmpl,First,68.05,2.95,South,5.0,Manual,2012,Budget_Friendly
FORD FIGO,4,FORD,FIGO,1.5D TREND MT,1498.0,Diesel,4311,Kolkata,25.83,kmpl,First,99.0,4.8,East,5.0,Manual,2015,Budget_Friendly
FORD FIGO,7,FORD,FIGO,DIESEL ZXI,1399.0,Diesel,110438,Kolkata,20.0,kmpl,First,68.05,3.5,East,5.0,Manual,2012,Budget_Friendly
FORD FIGO,9,FORD,FIGO,PETROL ZXI,1196.0,Petrol,114703,Kolkata,15.6,kmpl,First,70.0,1.8,East,5.0,Manual,2010,Budget_Friendly
FORD FIGO,8,FORD,FIGO,DIESEL EXI,1399.0,Diesel,76000,Chennai,20.0,kmpl,First,68.0,2.4,South,5.0,Manual,2011,Budget_Friendly
FORD FIGO,5,FORD,FIGO,DIESEL TITANIUM,1399.0,Diesel,74624,Hyderabad,20.0,kmpl,First,68.05,5.65,South,5.0,Manual,2014,Budget_Friendly
FORD FIGO,7,FORD,FIGO,DIESEL TITANIUM,1399.0,Diesel,32510,Bangalore,20.0,kmpl,Second,68.0,3.75,South,5.0,Manual,2012,Budget_Friendly
FORD FIGO,6,FORD,FIGO,PETROL ZXI,1196.0,Petrol,38000,Bangalore,15.6,kmpl,First,70.0,3.55,South,5.0,Manual,2013,Budget_Friendly
FORD FIGO,2,FORD,FIGO,2015-2019 1.5D TITANIUM MT,1498.0,Diesel,36154,Coimbatore,25.83,kmpl,Second,99.0,6.41,South,5.0,Manual,2017,Budget_Friendly
FORD FIGO,7,FORD,FIGO,DIESEL TITANIUM,1399.0,Diesel,73500,Hyderabad,20.0,kmpl,Second,68.0,2.6,South,5.0,Manual,2012,Budget_Friendly
FORD FIGO,7,FORD,FIGO,PETROL ZXI,1196.0,Petrol,75464,Coimbatore,15.6,kmpl,First,70.0,3.62,South,5.0,Manual,2012,Budget_Friendly
FORD FIGO,3,FORD,FIGO,ASPIRE 1.5 TDCI TITANIUM,1498.0,Diesel,37294,Chennai,25.83,kmpl,First,99.0,5.75,South,5.0,Manual,2016,Budget_Friendly
FORD FIGO,3,FORD,FIGO,1.5D TREND MT,1498.0,Diesel,115000,Pune,25.83,kmpl,First,99.0,4.5,West,5.0,Manual,2016,Budget_Friendly
FORD FIGO,3,FORD,FIGO,ASPIRE 1.5 TDCI TITANIUM PLUS,1498.0,Diesel,33554,Kochi,25.83,kmpl,First,99.0,6.22,South,5.0,Manual,2016,Budget_Friendly
FORD FIGO,7,FORD,FIGO,DIESEL EXI,1399.0,Diesel,140000,Jaipur,20.0,kmpl,First,68.0,2.51,North,5.0,Manual,2012,Budget_Friendly
FORD FREESTYLE,12,FORD,FREESTYLE,TITANIUM PETROL,1194.0,Petrol,1261,Mumbai,19.0,kmpl,First,94.68,6.0,West,5.0,Manual,2007,Budget_Friendly
FORD FREESTYLE,1,FORD,FREESTYLE,TITANIUM PLUS PETROL,1194.0,Petrol,8896,Kolkata,19.0,kmpl,First,94.68,7.34,East,5.0,Manual,2018,Budget_Friendly
FORD FREESTYLE,1,FORD,FREESTYLE,TITANIUM PLUS PETROL,1194.0,Petrol,1001,Jaipur,19.0,kmpl,First,94.68,7.23,North,5.0,Manual,2018,Budget_Friendly
FORD FUSION,11,FORD,FUSION,PLUS 1.4 TDCI DIESEL,1399.0,Diesel,75000,Hyderabad,17.7,kmpl,Second,68.0,3.0,South,5.0,Manual,2008,Budget_Friendly
FORD IKON,15,FORD,IKON,1.3 LXI NXT,1299.0,Petrol,129000,Chennai,13.8,kmpl,Third,70.0,1.5,South,5.0,Manual,2004,Budget_Friendly
FORD IKON,12,FORD,IKON,1.3 CLXI,1299.0,Petrol,92000,Hyderabad,13.8,kmpl,First,70.0,1.25,South,5.0,Manual,2007,Budget_Friendly
FORD IKON,13,FORD,IKON,1.3 FLAIR,1299.0,Petrol,98293,Pune,13.8,kmpl,Second,70.0,1.55,West,5.0,Manual,2006,Budget_Friendly
FORD IKON,12,FORD,IKON,1.3 FLAIR,1299.0,Petrol,40000,Chennai,13.8,kmpl,Third,70.0,1.1,South,5.0,Manual,2007,Budget_Friendly
FORD IKON,13,FORD,IKON,1.3 FLAIR,1299.0,Petrol,27076,Hyderabad,13.8,kmpl,First,70.0,1.6,South,5.0,Manual,2006,Budget_Friendly
FORD IKON,10,FORD,IKON,1.4 TDCI DURATORQ,1399.0,Diesel,75000,Bangalore,13.8,kmpl,First,68.0,1.99,South,5.0,Manual,2009,Budget_Friendly
FORD IKON,17,FORD,IKON,1.3 FLAIR,1299.0,Petrol,65134,Chennai,13.8,kmpl,Third,70.0,0.8,South,5.0,Manual,2002,Budget_Friendly
FORD IKON,9,FORD,IKON,1.4 TDCI DURATORQ,1399.0,Diesel,135000,Jaipur,13.8,kmpl,First,68.0,1.6,North,5.0,Manual,2010,Budget_Friendly
FORD IKON,11,FORD,IKON,1.3 FLAIR,1299.0,Petrol,59833,Coimbatore,13.8,kmpl,Fourth & Above,70.0,1.97,South,5.0,Manual,2008,Budget_Friendly
FORD IKON,15,FORD,IKON,1.6 ZXI NXT,1597.0,Petrol,69870,Pune,14.2,kmpl,Second,92.0,1.1,West,5.0,Manual,2004,Budget_Friendly
FORD IKON,9,FORD,IKON,1.4 TDCI DURATORQ,1399.0,Diesel,82000,Jaipur,13.8,kmpl,Second,68.0,1.0,North,5.0,Manual,2010,Budget_Friendly
FORD IKON,10,FORD,IKON,1.3 FLAIR,1299.0,Petrol,66484,Kochi,13.8,kmpl,First,70.0,1.65,South,5.0,Manual,2009,Budget_Friendly
FORD IKON,16,FORD,IKON,1.6 CLXI,1597.0,Petrol,83000,Pune,14.2,kmpl,Second,92.0,0.85,West,5.0,Manual,2003,Budget_Friendly
FORD IKON,13,FORD,IKON,1.3 FLAIR,1299.0,Petrol,85000,Pune,13.8,kmpl,Second,70.0,0.69,West,5.0,Manual,2006,Budget_Friendly
FORD IKON,12,FORD,IKON,1.3 FLAIR,1299.0,Petrol,90000,Chennai,13.8,kmpl,Second,70.0,1.4,South,5.0,Manual,2007,Budget_Friendly
FORD MUSTANG,1,FORD,MUSTANG,V8,4951.0,Petrol,21290,Kochi,13.0,kmpl,First,395.0,56.8,South,4.0,Automatic,2018,Ultra_Luxury
HONDA ACCORD,8,HONDA,ACCORD,2.4 A/T,2354.0,Petrol,60000,Mumbai,11.7,kmpl,First,177.6,4.45,West,5.0,Automatic,2011,Budget_Friendly
HONDA ACCORD,8,HONDA,ACCORD,2.4 MT,2354.0,Petrol,54316,Kochi,12.8,kmpl,Second,177.6,4.29,South,5.0,Manual,2011,Budget_Friendly
HONDA ACCORD,11,HONDA,ACCORD,2.4 ELEGANCE A/T,2354.0,Petrol,90000,Chennai,10.2,kmpl,First,180.0,6.5,South,5.0,Automatic,2008,Budget_Friendly
HONDA ACCORD,12,HONDA,ACCORD,VTI-L (AT),2354.0,Petrol,80000,Mumbai,11.1,kmpl,First,142.0,3.0,West,5.0,Automatic,2007,Budget_Friendly
HONDA ACCORD,11,HONDA,ACCORD,2.4 AT,2354.0,Petrol,125000,Mumbai,11.7,kmpl,Third,177.6,2.6,West,5.0,Automatic,2008,Budget_Friendly
HONDA ACCORD,8,HONDA,ACCORD,2.4 AT,2354.0,Petrol,62332,Kochi,11.7,kmpl,First,177.6,5.89,South,5.0,Automatic,2011,Budget_Friendly
HONDA ACCORD,8,HONDA,ACCORD,2.4 A/T,2354.0,Petrol,54774,Mumbai,11.7,kmpl,First,177.6,6.35,West,5.0,Automatic,2011,Budget_Friendly
HONDA ACCORD,7,HONDA,ACCORD,2.4 M/T,2354.0,Petrol,64709,Delhi,12.8,kmpl,Second,177.6,6.0,North,5.0,Manual,2012,Budget_Friendly
HONDA ACCORD,10,HONDA,ACCORD,2001-2003 2.3 VTI L AT,2354.0,Petrol,88000,Jaipur,11.1,kmpl,First,142.0,5.25,North,5.0,Automatic,2009,Budget_Friendly
HONDA ACCORD,9,HONDA,ACCORD,2.4 MT,2354.0,Petrol,47000,Mumbai,12.8,kmpl,Second,177.6,3.5,West,5.0,Manual,2010,Budget_Friendly
HONDA ACCORD,10,HONDA,ACCORD,2.4 MT,2354.0,Petrol,82002,Ahmedabad,12.8,kmpl,Second,177.6,5.75,West,5.0,Manual,2009,Budget_Friendly
HONDA ACCORD,9,HONDA,ACCORD,2.4 ELEGANCE M/T,2354.0,Petrol,80000,Chennai,10.2,kmpl,First,180.0,3.99,South,5.0,Manual,2010,Budget_Friendly
HONDA ACCORD,9,HONDA,ACCORD,2001-2003 2.3 VTI L AT,2354.0,Petrol,84000,Bangalore,11.1,kmpl,Second,142.0,6.5,South,5.0,Automatic,2010,Budget_Friendly
HONDA ACCORD,12,HONDA,ACCORD,VTI-L MT,2354.0,Petrol,86000,Mumbai,11.9,kmpl,Third,144.0,1.85,West,5.0,Manual,2007,Budget_Friendly
HONDA ACCORD,8,HONDA,ACCORD,2.4 AT,2354.0,Petrol,85000,Chennai,11.7,kmpl,Second,177.6,7.5,South,5.0,Automatic,2011,Budget_Friendly
HONDA ACCORD,9,HONDA,ACCORD,2.4 ELEGANCE M/T,2354.0,Petrol,119000,Hyderabad,10.2,kmpl,First,180.0,5.95,South,5.0,Manual,2010,Budget_Friendly
HONDA ACCORD,10,HONDA,ACCORD,VTI-L AT,2354.0,Petrol,65462,Delhi,11.1,kmpl,Third,142.0,3.5,North,5.0,Automatic,2009,Budget_Friendly
HONDA ACCORD,8,HONDA,ACCORD,2.4 AT,2354.0,Petrol,87000,Mumbai,11.7,kmpl,First,177.6,5.4,West,5.0,Automatic,2011,Budget_Friendly
HONDA ACCORD,7,HONDA,ACCORD,2.4 INSPIRE M/T,2354.0,Petrol,42000,Mumbai,9.8,kmpl,First,180.0,6.25,West,5.0,Manual,2012,Budget_Friendly
HONDA ACCORD,10,HONDA,ACCORD,2.4 INSPIRE M/T,2354.0,Petrol,60000,Pune,9.8,kmpl,Second,180.0,3.5,West,5.0,Manual,2009,Budget_Friendly
HONDA ACCORD,13,HONDA,ACCORD,V6 AT,2997.0,Petrol,120000,Chennai,9.0,kmpl,Second,218.0,2.65,South,5.0,Automatic,2006,Budget_Friendly
HONDA ACCORD,11,HONDA,ACCORD,2.4 A/T,2354.0,Petrol,79000,Mumbai,11.7,kmpl,Second,177.6,4.85,West,5.0,Automatic,2008,Budget_Friendly
HONDA ACCORD,7,HONDA,ACCORD,2.4 MT,2354.0,Petrol,94989,Coimbatore,12.8,kmpl,First,177.6,6.58,South,5.0,Manual,2012,Budget_Friendly
HONDA ACCORD,9,HONDA,ACCORD,2001-2003 2.0 AT,2354.0,Petrol,83000,Bangalore,11.1,kmpl,Second,142.0,6.5,South,5.0,Automatic,2010,Budget_Friendly
HONDA ACCORD,11,HONDA,ACCORD,2.4 AT,2354.0,Petrol,95000,Mumbai,11.7,kmpl,Third,177.6,2.85,West,5.0,Automatic,2008,Budget_Friendly
HONDA ACCORD,10,HONDA,ACCORD,2.4 INSPIRE M/T,2354.0,Petrol,79000,Pune,9.8,kmpl,Third,180.0,3.1,West,5.0,Manual,2009,Budget_Friendly
HONDA AMAZE,3,HONDA,AMAZE,S I-DTECH,1498.0,Diesel,58950,Kochi,25.8,kmpl,First,98.6,5.4,South,5.0,Manual,2016,Budget_Friendly
HONDA AMAZE,3,HONDA,AMAZE,SX I-VTEC,1198.0,Petrol,54944,Kochi,18.0,kmpl,First,86.7,4.82,South,5.0,Manual,2016,Budget_Friendly
HONDA AMAZE,3,HONDA,AMAZE,SX I-VTEC,1198.0,Petrol,18949,Mumbai,17.8,kmpl,First,86.7,5.0,West,5.0,Manual,2016,Budget_Friendly
HONDA AMAZE,4,HONDA,AMAZE,SX I-DTEC,1498.0,Diesel,30000,Kolkata,25.8,kmpl,First,98.6,3.5,East,5.0,Manual,2015,Budget_Friendly
HONDA AMAZE,5,HONDA,AMAZE,SX I-DTEC,1498.0,Diesel,45044,Kolkata,25.8,kmpl,First,98.6,3.7,East,5.0,Manual,2014,Budget_Friendly
HONDA AMAZE,5,HONDA,AMAZE,S I-DTECH,1498.0,Diesel,52000,Kolkata,25.8,kmpl,First,98.6,3.5,East,5.0,Manual,2014,Budget_Friendly
HONDA AMAZE,6,HONDA,AMAZE,S I-DTECH,1498.0,Diesel,50000,Kolkata,25.8,kmpl,First,98.6,3.25,East,5.0,Manual,2013,Budget_Friendly
HONDA AMAZE,6,HONDA,AMAZE,S DIESEL,1498.0,Diesel,45000,Kolkata,27.4,kmpl,First,98.6,3.25,East,5.0,Manual,2013,Budget_Friendly
HONDA AMAZE,5,HONDA,AMAZE,VX I-DTEC,1498.0,Diesel,64000,Kolkata,25.8,kmpl,Second,98.6,3.5,East,5.0,Manual,2014,Budget_Friendly
HONDA AMAZE,6,HONDA,AMAZE,S I-DTECH,1498.0,Diesel,57000,Kolkata,25.8,kmpl,First,98.6,3.45,East,5.0,Manual,2013,Budget_Friendly
HONDA AMAZE,4,HONDA,AMAZE,S I-VTECH,1198.0,Petrol,52516,Delhi,18.0,kmpl,First,86.7,4.65,North,5.0,Manual,2015,Budget_Friendly
HONDA AMAZE,4,HONDA,AMAZE,VX I-VTECH,1198.0,Petrol,79000,Pune,18.0,kmpl,First,86.7,4.0,West,5.0,Manual,2015,Budget_Friendly
HONDA AMAZE,3,HONDA,AMAZE,VX O I VTEC,1198.0,Petrol,9000,Mumbai,18.0,kmpl,First,86.7,5.75,West,5.0,Manual,2016,Budget_Friendly
HONDA AMAZE,4,HONDA,AMAZE,VX I-DTEC,1498.0,Diesel,62550,Kochi,25.8,kmpl,First,98.6,5.6,South,5.0,Manual,2015,Budget_Friendly
HONDA AMAZE,6,HONDA,AMAZE,EX I-DTECH,1498.0,Diesel,33800,Bangalore,25.8,kmpl,Second,98.6,4.7,South,5.0,Manual,2013,Budget_Friendly
HONDA AMAZE,1,HONDA,AMAZE,VX DIESEL,1498.0,Diesel,12000,Hyderabad,27.4,kmpl,First,98.6,8.5,South,5.0,Manual,2018,Budget_Friendly
HONDA AMAZE,4,HONDA,AMAZE,S I-DTECH,1498.0,Diesel,48000,Delhi,25.8,kmpl,First,98.6,4.5,North,5.0,Manual,2015,Budget_Friendly
HONDA AMAZE,3,HONDA,AMAZE,SX I-VTEC,1198.0,Petrol,33000,Hyderabad,17.8,kmpl,First,86.7,6.5,South,5.0,Manual,2016,Budget_Friendly
HONDA AMAZE,5,HONDA,AMAZE,SX I-VTEC,1198.0,Petrol,28246,Coimbatore,17.8,kmpl,Second,86.7,4.94,South,5.0,Manual,2014,Budget_Friendly
HONDA AMAZE,5,HONDA,AMAZE,EX I-VTECH,1198.0,Petrol,48000,Kolkata,18.0,kmpl,First,86.7,2.75,East,5.0,Manual,2014,Budget_Friendly
HONDA AMAZE,3,HONDA,AMAZE,S PETROL,1199.0,Petrol,51672,Kochi,19.5,kmpl,First,88.76,5.68,South,5.0,Manual,2016,Budget_Friendly
HONDA AMAZE,3,HONDA,AMAZE,VX I-DTEC,1498.0,Diesel,15388,Chennai,25.8,kmpl,First,98.6,7.5,South,5.0,Manual,2016,Budget_Friendly
HONDA AMAZE,5,HONDA,AMAZE,SX I-DTEC,1498.0,Diesel,36000,Kolkata,25.8,kmpl,First,98.6,3.25,East,5.0,Manual,2014,Budget_Friendly
HONDA AMAZE,4,HONDA,AMAZE,VX I-DTEC,1498.0,Diesel,61691,Kochi,25.8,kmpl,First,98.6,5.38,South,5.0,Manual,2015,Budget_Friendly
HONDA AMAZE,6,HONDA,AMAZE,S I-DTECH,1498.0,Diesel,89429,Delhi,25.8,kmpl,First,98.6,3.65,North,5.0,Manual,2013,Budget_Friendly
HONDA AMAZE,1,HONDA,AMAZE,V CVT PETROL,1199.0,Petrol,1700,Pune,19.0,kmpl,First,88.76,7.8,West,5.0,Automatic,2018,Budget_Friendly
HONDA AMAZE,6,HONDA,AMAZE,E I-VTECH,1198.0,Petrol,40000,Kolkata,18.0,kmpl,First,86.7,2.9,East,5.0,Manual,2013,Budget_Friendly
HONDA AMAZE,5,HONDA,AMAZE,VX I-DTEC,1498.0,Diesel,97236,Hyderabad,25.8,kmpl,First,98.6,4.4,South,5.0,Manual,2014,Budget_Friendly
HONDA AMAZE,6,HONDA,AMAZE,S I-DTECH,1498.0,Diesel,90000,Delhi,25.8,kmpl,First,98.6,3.8,North,5.0,Manual,2013,Budget_Friendly
HONDA AMAZE,6,HONDA,AMAZE,VX I-VTECH,1198.0,Petrol,47000,Pune,18.0,kmpl,First,86.7,4.15,West,5.0,Manual,2013,Budget_Friendly
